OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,DaysToShip
10770,HANAR,8,1997-12-09,1998-01-06,1997-12-17,3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,8.0
10771,ERNSH,9,1997-12-10,1998-01-07,1998-01-02,2,11.19,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,23.0
10772,LEHMS,3,1997-12-10,1998-01-07,1997-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,9.0
10773,ERNSH,1,1997-12-11,1998-01-08,1997-12-16,3,96.43,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,5.0
10774,FOLKO,4,1997-12-11,1997-12-25,1997-12-12,1,48.2,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1.0
10775,THECR,7,1997-12-12,1998-01-09,1997-12-26,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,14.0
10776,ERNSH,1,1997-12-15,1998-01-12,1997-12-18,3,351.53,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,3.0
10777,GOURL,7,1997-12-15,1997-12-29,1998-01-21,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,37.0
10778,BERGS,3,1997-12-16,1998-01-13,1997-12-24,1,6.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,8.0
10779,MORGK,3,1997-12-16,1998-01-13,1998-01-14,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,29.0
10780,LILAS,2,1997-12-16,1997-12-30,1997-12-25,1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,9.0
10781,WARTH,2,1997-12-17,1998-01-14,1997-12-19,3,73.16,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2.0
10782,CACTU,9,1997-12-17,1998-01-14,1997-12-22,3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,5.0
10783,HANAR,4,1997-12-18,1998-01-15,1997-12-19,2,124.98,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,1.0
10784,MAGAA,4,1997-12-18,1998-01-15,1997-12-22,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,4.0
10785,GROSR,1,1997-12-18,1998-01-15,1997-12-24,3,1.51,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,6.0
10786,QUEEN,8,1997-12-19,1998-01-16,1997-12-23,1,110.87,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,4.0
10787,LAMAI,2,1997-12-19,1998-01-02,1997-12-26,1,249.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,7.0
10788,QUICK,1,1997-12-22,1998-01-19,1998-01-19,2,42.7,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,28.0
10789,FOLIG,1,1997-12-22,1998-01-19,1997-12-31,2,100.6,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,9.0
10790,GOURL,6,1997-12-22,1998-01-19,1997-12-26,1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,4.0
10791,FRANK,6,1997-12-23,1998-01-20,1998-01-01,2,16.85,Frankenversand,Berliner Platz 43,München,,80805,Germany,9.0
10792,WOLZA,1,1997-12-23,1998-01-20,1997-12-31,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,8.0
10793,AROUT,3,1997-12-24,1998-01-21,1998-01-08,3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,15.0
10794,QUEDE,6,1997-12-24,1998-01-21,1998-01-02,1,21.49,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,9.0
10795,ERNSH,8,1997-12-24,1998-01-21,1998-01-20,2,126.66,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,27.0
10796,HILAA,3,1997-12-25,1998-01-22,1998-01-14,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,20.0
10797,DRACD,7,1997-12-25,1998-01-22,1998-01-05,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,11.0
10798,ISLAT,2,1997-12-26,1998-01-23,1998-01-05,1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,10.0
10799,KOENE,9,1997-12-26,1998-02-06,1998-01-05,3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,10.0
10800,SEVES,1,1997-12-26,1998-01-23,1998-01-05,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,10.0
10801,BOLID,4,1997-12-29,1998-01-26,1997-12-31,2,97.09,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,2.0
10802,SIMOB,4,1997-12-29,1998-01-26,1998-01-02,2,257.26,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,4.0
10803,WELLI,4,1997-12-30,1998-01-27,1998-01-06,1,55.23,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,7.0
10804,SEVES,6,1997-12-30,1998-01-27,1998-01-07,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,8.0
10805,THEBI,2,1997-12-30,1998-01-27,1998-01-09,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,10.0
10806,VICTE,3,1997-12-31,1998-01-28,1998-01-05,2,22.11,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,5.0
10807,FRANS,4,1997-12-31,1998-01-28,1998-01-30,1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,30.0
10808,OLDWO,2,1998-01-01,1998-01-29,1998-01-09,3,45.53,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,8.0
10809,WELLI,7,1998-01-01,1998-01-29,1998-01-07,1,4.87,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,6.0
10810,LAUGB,2,1998-01-01,1998-01-29,1998-01-07,3,4.33,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,6.0
10811,LINOD,8,1998-01-02,1998-01-30,1998-01-08,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,6.0
10812,REGGC,5,1998-01-02,1998-01-30,1998-01-12,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,10.0
10813,RICAR,1,1998-01-05,1998-02-02,1998-01-09,1,47.38,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,4.0
10814,VICTE,3,1998-01-05,1998-02-02,1998-01-14,3,130.94,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,9.0
10815,SAVEA,2,1998-01-05,1998-02-02,1998-01-14,3,14.62,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,9.0
10816,GREAL,4,1998-01-06,1998-02-03,1998-02-04,2,719.78,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,29.0
10817,KOENE,3,1998-01-06,1998-01-20,1998-01-13,2,306.07,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,7.0
10818,MAGAA,7,1998-01-07,1998-02-04,1998-01-12,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,5.0
10819,CACTU,2,1998-01-07,1998-02-04,1998-01-16,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,9.0
10820,RATTC,3,1998-01-07,1998-02-04,1998-01-13,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,6.0
10821,SPLIR,1,1998-01-08,1998-02-05,1998-01-15,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,7.0
10822,TRAIH,6,1998-01-08,1998-02-05,1998-01-16,3,7.0,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,8.0
10823,LILAS,5,1998-01-09,1998-02-06,1998-01-13,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,4.0
10824,FOLKO,8,1998-01-09,1998-02-06,1998-01-30,1,1.23,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,21.0
10825,DRACD,1,1998-01-09,1998-02-06,1998-01-14,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,5.0
10826,BLONP,6,1998-01-12,1998-02-09,1998-02-06,1,7.09,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,25.0
10827,BONAP,1,1998-01-12,1998-01-26,1998-02-06,2,63.54,Bon app',"12, rue des Bouchers",Marseille,,13008,France,25.0
10828,RANCH,9,1998-01-13,1998-01-27,1998-02-04,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,22.0
10829,ISLAT,9,1998-01-13,1998-02-10,1998-01-23,1,154.72,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,10.0
10830,TRADH,4,1998-01-13,1998-02-24,1998-01-21,2,81.83,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,8.0
10831,SANTG,3,1998-01-14,1998-02-11,1998-01-23,2,72.19,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,9.0
10832,LAMAI,2,1998-01-14,1998-02-11,1998-01-19,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,5.0
10833,OTTIK,6,1998-01-15,1998-02-12,1998-01-23,2,71.49,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,8.0
10834,TRADH,1,1998-01-15,1998-02-12,1998-01-19,3,29.78,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,4.0
10835,ALFKI,1,1998-01-15,1998-02-12,1998-01-21,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,6.0
10836,ERNSH,7,1998-01-16,1998-02-13,1998-01-21,1,411.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,5.0
10837,BERGS,9,1998-01-16,1998-02-13,1998-01-23,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,7.0
10838,LINOD,3,1998-01-19,1998-02-16,1998-01-23,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,4.0
10839,TRADH,3,1998-01-19,1998-02-16,1998-01-22,3,35.43,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,3.0
10840,LINOD,4,1998-01-19,1998-03-02,1998-02-16,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,28.0
10841,SUPRD,5,1998-01-20,1998-02-17,1998-01-29,2,424.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,9.0
10842,TORTU,1,1998-01-20,1998-02-17,1998-01-29,3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,9.0
10843,VICTE,4,1998-01-21,1998-02-18,1998-01-26,2,9.26,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,5.0
10844,PICCO,8,1998-01-21,1998-02-18,1998-01-26,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,5.0
10845,QUICK,8,1998-01-21,1998-02-04,1998-01-30,1,212.98,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,9.0
10846,SUPRD,2,1998-01-22,1998-03-05,1998-01-23,3,56.46,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1.0
10847,SAVEA,4,1998-01-22,1998-02-05,1998-02-10,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,19.0
10848,CONSH,7,1998-01-23,1998-02-20,1998-01-29,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,6.0
10849,KOENE,9,1998-01-23,1998-02-20,1998-01-30,2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,7.0
10850,VICTE,1,1998-01-23,1998-03-06,1998-01-30,1,49.19,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,7.0
10851,RICAR,5,1998-01-26,1998-02-23,1998-02-02,1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,7.0
10852,RATTC,8,1998-01-26,1998-02-09,1998-01-30,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,4.0
10853,BLAUS,9,1998-01-27,1998-02-24,1998-02-03,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,7.0
10854,ERNSH,3,1998-01-27,1998-02-24,1998-02-05,2,100.22,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,9.0
10855,OLDWO,3,1998-01-27,1998-02-24,1998-02-04,1,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,8.0
10856,ANTON,3,1998-01-28,1998-02-25,1998-02-10,2,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,13.0
10857,BERGS,8,1998-01-28,1998-02-25,1998-02-06,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,9.0
10858,LACOR,2,1998-01-29,1998-02-26,1998-02-03,1,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,5.0
10859,FRANK,1,1998-01-29,1998-02-26,1998-02-02,2,76.1,Frankenversand,Berliner Platz 43,München,,80805,Germany,4.0
10860,FRANR,3,1998-01-29,1998-02-26,1998-02-04,3,19.26,France restauration,"54, rue Royale",Nantes,,44000,France,6.0
10861,WHITC,4,1998-01-30,1998-02-27,1998-02-17,2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,18.0
10862,LEHMS,8,1998-01-30,1998-03-13,1998-02-02,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,3.0
10863,HILAA,4,1998-02-02,1998-03-02,1998-02-17,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,15.0
10864,AROUT,4,1998-02-02,1998-03-02,1998-02-09,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,7.0
10865,QUICK,2,1998-02-02,1998-02-16,1998-02-12,1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10.0
10866,BERGS,5,1998-02-03,1998-03-03,1998-02-12,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,9.0
10867,LONEP,6,1998-02-03,1998-03-17,1998-02-11,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,8.0
10868,QUEEN,7,1998-02-04,1998-03-04,1998-02-23,2,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,19.0
10869,SEVES,5,1998-02-04,1998-03-04,1998-02-09,1,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,5.0
10870,WOLZA,5,1998-02-04,1998-03-04,1998-02-13,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,9.0
10871,BONAP,9,1998-02-05,1998-03-05,1998-02-10,2,112.27,Bon app',"12, rue des Bouchers",Marseille,,13008,France,5.0
10872,GODOS,5,1998-02-05,1998-03-05,1998-02-09,2,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,4.0
10873,WILMK,4,1998-02-06,1998-03-06,1998-02-09,1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,3.0
10874,GODOS,5,1998-02-06,1998-03-06,1998-02-11,2,19.58,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,5.0
10875,BERGS,4,1998-02-06,1998-03-06,1998-03-03,2,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,25.0
10876,BONAP,7,1998-02-09,1998-03-09,1998-02-12,3,60.42,Bon app',"12, rue des Bouchers",Marseille,,13008,France,3.0
10877,RICAR,1,1998-02-09,1998-03-09,1998-02-19,1,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,10.0
10878,QUICK,4,1998-02-10,1998-03-10,1998-02-12,1,46.69,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2.0
10879,WILMK,3,1998-02-10,1998-03-10,1998-02-12,3,8.5,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,2.0
10880,FOLKO,7,1998-02-10,1998-03-24,1998-02-18,1,88.01,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,8.0
10881,CACTU,4,1998-02-11,1998-03-11,1998-02-18,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,7.0
10882,SAVEA,4,1998-02-11,1998-03-11,1998-02-20,3,23.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,9.0
10883,LONEP,8,1998-02-12,1998-03-12,1998-02-20,3,0.53,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,8.0
10884,LETSS,4,1998-02-12,1998-03-12,1998-02-13,2,90.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,1.0
10885,SUPRD,6,1998-02-12,1998-03-12,1998-02-18,3,5.64,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,6.0
10886,HANAR,1,1998-02-13,1998-03-13,1998-03-02,1,4.99,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,17.0
10887,GALED,8,1998-02-13,1998-03-13,1998-02-16,3,1.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,3.0
10888,GODOS,1,1998-02-16,1998-03-16,1998-02-23,2,51.87,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,7.0
10889,RATTC,9,1998-02-16,1998-03-16,1998-02-23,3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,7.0
10890,DUMON,7,1998-02-16,1998-03-16,1998-02-18,1,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,2.0
10891,LEHMS,7,1998-02-17,1998-03-17,1998-02-19,2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2.0
10892,MAISD,4,1998-02-17,1998-03-17,1998-02-19,2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,2.0
10893,KOENE,9,1998-02-18,1998-03-18,1998-02-20,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,2.0
10894,SAVEA,1,1998-02-18,1998-03-18,1998-02-20,1,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2.0
10895,ERNSH,3,1998-02-18,1998-03-18,1998-02-23,1,162.75,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,5.0
10896,MAISD,7,1998-02-19,1998-03-19,1998-02-27,3,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,8.0
10897,HUNGO,3,1998-02-19,1998-03-19,1998-02-25,2,603.54,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,6.0
10898,OCEAN,4,1998-02-20,1998-03-20,1998-03-06,2,1.27,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,14.0
10899,LILAS,5,1998-02-20,1998-03-20,1998-02-26,3,1.21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,6.0
10900,WELLI,1,1998-02-20,1998-03-20,1998-03-04,2,1.66,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,12.0
10901,HILAA,4,1998-02-23,1998-03-23,1998-02-26,1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,3.0
10902,FOLKO,1,1998-02-23,1998-03-23,1998-03-03,1,44.15,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,8.0
10903,HANAR,3,1998-02-24,1998-03-24,1998-03-04,3,36.71,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,8.0
10904,WHITC,3,1998-02-24,1998-03-24,1998-02-27,3,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,3.0
10905,WELLI,9,1998-02-24,1998-03-24,1998-03-06,2,13.72,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10.0
10906,WOLZA,4,1998-02-25,1998-03-11,1998-03-03,3,26.29,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,6.0
10907,SPECD,6,1998-02-25,1998-03-25,1998-02-27,3,9.19,Spécialités du monde,"25, rue Lauriston",Paris,,75016,France,2.0
10908,REGGC,4,1998-02-26,1998-03-26,1998-03-06,2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,8.0
10909,SANTG,1,1998-02-26,1998-03-26,1998-03-10,2,53.05,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,12.0
10910,WILMK,1,1998-02-26,1998-03-26,1998-03-04,3,38.11,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,6.0
10911,GODOS,3,1998-02-26,1998-03-26,1998-03-05,1,38.19,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,7.0
10912,HUNGO,2,1998-02-26,1998-03-26,1998-03-18,2,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,20.0
10913,QUEEN,4,1998-02-26,1998-03-26,1998-03-04,1,33.05,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,6.0
10914,QUEEN,6,1998-02-27,1998-03-27,1998-03-02,1,21.19,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,3.0
10915,TORTU,2,1998-02-27,1998-03-27,1998-03-02,2,3.51,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,3.0
10916,RANCH,1,1998-02-27,1998-03-27,1998-03-09,2,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,10.0
10917,ROMEY,4,1998-03-02,1998-03-30,1998-03-11,2,8.29,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,9.0
10918,BOTTM,3,1998-03-02,1998-03-30,1998-03-11,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,9.0
10919,LINOD,2,1998-03-02,1998-03-30,1998-03-04,2,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,2.0
10920,AROUT,4,1998-03-03,1998-03-31,1998-03-09,2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,6.0
10921,VAFFE,1,1998-03-03,1998-04-14,1998-03-09,1,176.48,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,6.0
10922,HANAR,5,1998-03-03,1998-03-31,1998-03-05,3,62.74,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,2.0
10923,LAMAI,7,1998-03-03,1998-04-14,1998-03-13,3,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,10.0
10924,BERGS,3,1998-03-04,1998-04-01,1998-04-08,2,151.52,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,35.0
10925,HANAR,3,1998-03-04,1998-04-01,1998-03-13,1,2.27,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,9.0
10926,ANATR,4,1998-03-04,1998-04-01,1998-03-11,3,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,7.0
10927,LACOR,4,1998-03-05,1998-04-02,1998-04-08,1,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,34.0
10928,GALED,1,1998-03-05,1998-04-02,1998-03-18,1,1.36,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,13.0
10929,FRANK,6,1998-03-05,1998-04-02,1998-03-12,1,33.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,7.0
10930,SUPRD,4,1998-03-06,1998-04-17,1998-03-18,3,15.55,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,12.0
10931,RICSU,4,1998-03-06,1998-03-20,1998-03-19,2,13.6,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,13.0
10932,BONAP,8,1998-03-06,1998-04-03,1998-03-24,1,134.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,18.0
10933,ISLAT,6,1998-03-06,1998-04-03,1998-03-16,3,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,10.0
10934,LEHMS,3,1998-03-09,1998-04-06,1998-03-12,3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,3.0
10935,WELLI,4,1998-03-09,1998-04-06,1998-03-18,3,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,9.0
10936,GREAL,3,1998-03-09,1998-04-06,1998-03-18,2,33.68,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,9.0
10937,CACTU,7,1998-03-10,1998-03-24,1998-03-13,3,31.51,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,3.0
10938,QUICK,3,1998-03-10,1998-04-07,1998-03-16,2,31.89,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,6.0
10939,MAGAA,2,1998-03-10,1998-04-07,1998-03-13,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,3.0
10940,BONAP,8,1998-03-11,1998-04-08,1998-03-23,3,19.77,Bon app',"12, rue des Bouchers",Marseille,,13008,France,12.0
10941,SAVEA,7,1998-03-11,1998-04-08,1998-03-20,2,400.81,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,9.0
10942,REGGC,9,1998-03-11,1998-04-08,1998-03-18,3,17.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,7.0
